	bin_id	CHROM	start	end	width
chr20:40458563-40671862	chr20:40458563-40671862	20	40458563	40671862	213299
chr20:40671862-40874719	chr20:40671862-40874719	20	40671862	40874719	202857
chr20:40874719-41095365	chr20:40874719-41095365	20	40874719	41095365	220646
chr20:41095365-41315840	chr20:41095365-41315840	20	41095365	41315840	220475
chr20:41315840-41529603	chr20:41315840-41529603	20	41315840	41529603	213763
chr20:41529603-41752716	chr20:41529603-41752716	20	41529603	41752716	223113
chr20:41752716-41974182	chr20:41752716-41974182	20	41752716	41974182	221466
chr20:41974182-42179517	chr20:41974182-42179517	20	41974182	42179517	205335
chr20:42179517-42394122	chr20:42179517-42394122	20	42179517	42394122	214605
chr20:42394122-42604298	chr20:42394122-42604298	20	42394122	42604298	210176
chr20:42604298-42818235	chr20:42604298-42818235	20	42604298	42818235	213937
chr20:42818235-43030351	chr20:42818235-43030351	20	42818235	43030351	212116
chr20:43030351-43240291	chr20:43030351-43240291	20	43030351	43240291	209940
chr20:43240291-43468640	chr20:43240291-43468640	20	43240291	43468640	228349
chr20:43468640-43708176	chr20:43468640-43708176	20	43468640	43708176	239536
chr20:43708176-43937589	chr20:43708176-43937589	20	43708176	43937589	229413
chr20:43937589-44150432	chr20:43937589-44150432	20	43937589	44150432	212843
chr20:44150432-44375243	chr20:44150432-44375243	20	44150432	44375243	224811
chr20:44375243-44599355	chr20:44375243-44599355	20	44375243	44599355	224112
chr20:44599355-44817876	chr20:44599355-44817876	20	44599355	44817876	218521
chr20:44817876-45038251	chr20:44817876-45038251	20	44817876	45038251	220375
chr20:45038251-45251888	chr20:45038251-45251888	20	45038251	45251888	213637
chr20:45251888-45468442	chr20:45251888-45468442	20	45251888	45468442	216554
chr20:45468442-45707221	chr20:45468442-45707221	20	45468442	45707221	238779
chr20:45707221-45947385	chr20:45707221-45947385	20	45707221	45947385	240164
chr20:45947385-46160247	chr20:45947385-46160247	20	45947385	46160247	212862
chr20:46160247-46365712	chr20:46160247-46365712	20	46160247	46365712	205465
chr20:46365712-46577415	chr20:46365712-46577415	20	46365712	46577415	211703
chr20:46577415-46787870	chr20:46577415-46787870	20	46577415	46787870	210455
chr20:46787870-46999076	chr20:46787870-46999076	20	46787870	46999076	211206
chr20:46999076-47218827	chr20:46999076-47218827	20	46999076	47218827	219751
chr20:47218827-47459942	chr20:47218827-47459942	20	47218827	47459942	241115
chr20:47459942-47693261	chr20:47459942-47693261	20	47459942	47693261	233319
chr20:47693261-47942004	chr20:47693261-47942004	20	47693261	47942004	248743
chr20:47942004-48161614	chr20:47942004-48161614	20	47942004	48161614	219610
chr20:48161614-48374370	chr20:48161614-48374370	20	48161614	48374370	212756
chr20:48374370-48614792	chr20:48374370-48614792	20	48374370	48614792	240422
chr20:48614792-48823129	chr20:48614792-48823129	20	48614792	48823129	208337
chr20:48823129-49055354	chr20:48823129-49055354	20	48823129	49055354	232225
chr20:49055354-49294781	chr20:49055354-49294781	20	49055354	49294781	239427
chr20:49294781-49511208	chr20:49294781-49511208	20	49294781	49511208	216427
chr20:49511208-49733570	chr20:49511208-49733570	20	49511208	49733570	222362
chr20:49733570-49967671	chr20:49733570-49967671	20	49733570	49967671	234101
chr20:49967671-50201049	chr20:49967671-50201049	20	49967671	50201049	233378
chr20:50201049-50418037	chr20:50201049-50418037	20	50201049	50418037	216988
chr20:50418037-50646726	chr20:50418037-50646726	20	50418037	50646726	228689
chr20:50646726-50885496	chr20:50646726-50885496	20	50646726	50885496	238770
chr20:50885496-51103634	chr20:50885496-51103634	20	50885496	51103634	218138
chr20:51103634-51315091	chr20:51103634-51315091	20	51103634	51315091	211457
chr20:51315091-51526556	chr20:51315091-51526556	20	51315091	51526556	211465
chr20:51526556-51754160	chr20:51526556-51754160	20	51526556	51754160	227604
chr20:51754160-52004270	chr20:51754160-52004270	20	51754160	52004270	250110
chr20:52004270-52236846	chr20:52004270-52236846	20	52004270	52236846	232576
chr20:52236846-52448160	chr20:52236846-52448160	20	52236846	52448160	211314
chr20:52448160-52665209	chr20:52448160-52665209	20	52448160	52665209	217049
chr20:52665209-52871292	chr20:52665209-52871292	20	52665209	52871292	206083
chr20:52871292-53079129	chr20:52871292-53079129	20	52871292	53079129	207837
chr20:53079129-53287242	chr20:53079129-53287242	20	53079129	53287242	208113
chr20:53287242-53524363	chr20:53287242-53524363	20	53287242	53524363	237121
chr20:53524363-53777888	chr20:53524363-53777888	20	53524363	53777888	253525
chr20:53777888-54001269	chr20:53777888-54001269	20	53777888	54001269	223381
chr20:54001269-54213365	chr20:54001269-54213365	20	54001269	54213365	212096
chr20:54213365-54430220	chr20:54213365-54430220	20	54213365	54430220	216855
chr20:54430220-54645838	chr20:54430220-54645838	20	54430220	54645838	215618
chr20:54645838-54869304	chr20:54645838-54869304	20	54645838	54869304	223466
chr20:54869304-55091121	chr20:54869304-55091121	20	54869304	55091121	221817
chr20:55091121-55312772	chr20:55091121-55312772	20	55091121	55312772	221651
chr20:55312772-55570230	chr20:55312772-55570230	20	55312772	55570230	257458
chr20:55570230-55780987	chr20:55570230-55780987	20	55570230	55780987	210757
chr20:55780987-56010176	chr20:55780987-56010176	20	55780987	56010176	229189
chr20:56010176-56229425	chr20:56010176-56229425	20	56010176	56229425	219249
chr20:56229425-56454570	chr20:56229425-56454570	20	56229425	56454570	225145
chr20:56454570-56693481	chr20:56454570-56693481	20	56454570	56693481	238911
chr20:56693481-56914952	chr20:56693481-56914952	20	56693481	56914952	221471
chr20:56914952-57125909	chr20:56914952-57125909	20	56914952	57125909	210957
chr20:57125909-57337510	chr20:57125909-57337510	20	57125909	57337510	211601
chr20:57337510-57550243	chr20:57337510-57550243	20	57337510	57550243	212733
chr20:57550243-57756057	chr20:57550243-57756057	20	57550243	57756057	205814
chr20:57756057-57962991	chr20:57756057-57962991	20	57756057	57962991	206934
chr20:57962991-58169571	chr20:57962991-58169571	20	57962991	58169571	206580
chr20:58169571-58382702	chr20:58169571-58382702	20	58169571	58382702	213131
chr20:58382702-58594036	chr20:58382702-58594036	20	58382702	58594036	211334
chr20:58594036-58802689	chr20:58594036-58802689	20	58594036	58802689	208653
chr20:58802689-59017570	chr20:58802689-59017570	20	58802689	59017570	214881
chr20:59017570-59228987	chr20:59017570-59228987	20	59017570	59228987	211417
chr20:59228987-59436447	chr20:59228987-59436447	20	59228987	59436447	207460
chr20:59436447-59655252	chr20:59436447-59655252	20	59436447	59655252	218805
chr20:59655252-59862681	chr20:59655252-59862681	20	59655252	59862681	207429
chr20:59862681-60071543	chr20:59862681-60071543	20	59862681	60071543	208862
chr20:60071543-60279027	chr20:60071543-60279027	20	60071543	60279027	207484
chr20:60279027-60489165	chr20:60279027-60489165	20	60279027	60489165	210138
chr20:60489165-60700948	chr20:60489165-60700948	20	60489165	60700948	211783
chr20:60700948-60910263	chr20:60700948-60910263	20	60700948	60910263	209315
chr20:60910263-61118602	chr20:60910263-61118602	20	60910263	61118602	208339
chr20:61118602-61328112	chr20:61118602-61328112	20	61118602	61328112	209510
chr20:61328112-61539005	chr20:61328112-61539005	20	61328112	61539005	210893
chr20:61539005-61746452	chr20:61539005-61746452	20	61539005	61746452	207447
chr20:61746452-61959016	chr20:61746452-61959016	20	61746452	61959016	212564
chr20:61959016-62181147	chr20:61959016-62181147	20	61959016	62181147	222131
chr20:62181147-62396822	chr20:62181147-62396822	20	62181147	62396822	215675
chr20:62396822-62645105	chr20:62396822-62645105	20	62396822	62645105	248283
chr20:62645105-62853863	chr20:62645105-62853863	20	62645105	62853863	208758
chr20:62853863-63067836	chr20:62853863-63067836	20	62853863	63067836	213973
chr20:63067836-63278041	chr20:63067836-63278041	20	63067836	63278041	210205
chr20:63278041-63487928	chr20:63278041-63487928	20	63278041	63487928	209887
chr20:63487928-63719105	chr20:63487928-63719105	20	63487928	63719105	231177
chr20:63719105-63957172	chr20:63719105-63957172	20	63719105	63957172	238067
chr20:63957172-64187978	chr20:63957172-64187978	20	63957172	64187978	230806
chr21:14177251-14392441	chr21:14177251-14392441	21	14177251	14392441	215190
chr21:14392441-14603448	chr21:14392441-14603448	21	14392441	14603448	211007
chr21:14603448-14828613	chr21:14603448-14828613	21	14603448	14828613	225165
chr21:14828613-15049346	chr21:14828613-15049346	21	14828613	15049346	220733
chr21:15049346-15257818	chr21:15049346-15257818	21	15049346	15257818	208472
chr21:15257818-15468998	chr21:15257818-15468998	21	15257818	15468998	211180
chr21:15468998-15682556	chr21:15468998-15682556	21	15468998	15682556	213558
chr21:15682556-15892623	chr21:15682556-15892623	21	15682556	15892623	210067
chr21:15892623-16118450	chr21:15892623-16118450	21	15892623	16118450	225827
chr21:16118450-16334817	chr21:16118450-16334817	21	16118450	16334817	216367
chr21:16334817-16552001	chr21:16334817-16552001	21	16334817	16552001	217184
chr21:16552001-16772247	chr21:16552001-16772247	21	16552001	16772247	220246
chr21:16772247-16990151	chr21:16772247-16990151	21	16772247	16990151	217904
chr21:16990151-17224262	chr21:16990151-17224262	21	16990151	17224262	234111
chr21:17224262-17474072	chr21:17224262-17474072	21	17224262	17474072	249810
chr21:17474072-17703942	chr21:17474072-17703942	21	17474072	17703942	229870
chr21:17703942-17932109	chr21:17703942-17932109	21	17703942	17932109	228167
chr21:17932109-18146623	chr21:17932109-18146623	21	17932109	18146623	214514
chr21:18146623-18357710	chr21:18146623-18357710	21	18146623	18357710	211087
chr21:18357710-18579311	chr21:18357710-18579311	21	18357710	18579311	221601
chr21:18579311-18792405	chr21:18579311-18792405	21	18579311	18792405	213094
chr21:18792405-19007952	chr21:18792405-19007952	21	18792405	19007952	215547
chr21:19007952-19225383	chr21:19007952-19225383	21	19007952	19225383	217431
chr21:19225383-19436212	chr21:19225383-19436212	21	19225383	19436212	210829
chr21:19436212-19645241	chr21:19436212-19645241	21	19436212	19645241	209029
chr21:19645241-19860438	chr21:19645241-19860438	21	19645241	19860438	215197
chr21:19860438-20074872	chr21:19860438-20074872	21	19860438	20074872	214434
chr21:20074872-20290934	chr21:20074872-20290934	21	20074872	20290934	216062
chr21:20290934-20501854	chr21:20290934-20501854	21	20290934	20501854	210920
chr21:20501854-20711582	chr21:20501854-20711582	21	20501854	20711582	209728
chr21:20711582-20919867	chr21:20711582-20919867	21	20711582	20919867	208285
chr21:20919867-21133383	chr21:20919867-21133383	21	20919867	21133383	213516
chr21:21133383-21341558	chr21:21133383-21341558	21	21133383	21341558	208175
chr21:21341558-21551360	chr21:21341558-21551360	21	21341558	21551360	209802
chr21:21551360-21763349	chr21:21551360-21763349	21	21551360	21763349	211989
chr21:21763349-21975067	chr21:21763349-21975067	21	21763349	21975067	211718
chr21:21975067-22187627	chr21:21975067-22187627	21	21975067	22187627	212560
chr21:22187627-22398569	chr21:22187627-22398569	21	22187627	22398569	210942
chr21:22398569-22617709	chr21:22398569-22617709	21	22398569	22617709	219140
chr21:22617709-22831658	chr21:22617709-22831658	21	22617709	22831658	213949
chr21:22831658-23050881	chr21:22831658-23050881	21	22831658	23050881	219223
chr21:23050881-23261287	chr21:23050881-23261287	21	23050881	23261287	210406
chr21:23261287-23471914	chr21:23261287-23471914	21	23261287	23471914	210627
chr21:23471914-23681450	chr21:23471914-23681450	21	23471914	23681450	209536
chr21:23681450-23898694	chr21:23681450-23898694	21	23681450	23898694	217244
chr21:23898694-24109616	chr21:23898694-24109616	21	23898694	24109616	210922
chr21:24109616-24318964	chr21:24109616-24318964	21	24109616	24318964	209348
chr21:24318964-24532189	chr21:24318964-24532189	21	24318964	24532189	213225
chr21:24532189-24746686	chr21:24532189-24746686	21	24532189	24746686	214497
chr21:24746686-24961070	chr21:24746686-24961070	21	24746686	24961070	214384
chr21:24961070-25172726	chr21:24961070-25172726	21	24961070	25172726	211656
chr21:25172726-25383117	chr21:25172726-25383117	21	25172726	25383117	210391
chr21:25383117-25598009	chr21:25383117-25598009	21	25383117	25598009	214892
chr21:25598009-25816877	chr21:25598009-25816877	21	25598009	25816877	218868
chr21:25816877-26038869	chr21:25816877-26038869	21	25816877	26038869	221992
chr21:26038869-26259145	chr21:26038869-26259145	21	26038869	26259145	220276
chr21:26259145-26476310	chr21:26259145-26476310	21	26259145	26476310	217165
chr21:26476310-26687640	chr21:26476310-26687640	21	26476310	26687640	211330
chr21:26687640-26902544	chr21:26687640-26902544	21	26687640	26902544	214904
chr21:26902544-27113172	chr21:26902544-27113172	21	26902544	27113172	210628
chr21:27113172-27322718	chr21:27113172-27322718	21	27113172	27322718	209546
chr21:27322718-27535915	chr21:27322718-27535915	21	27322718	27535915	213197
chr21:27535915-27753342	chr21:27535915-27753342	21	27535915	27753342	217427
chr21:27753342-28066181	chr21:27753342-28066181	21	27753342	28066181	312839
chr21:28066181-28280994	chr21:28066181-28280994	21	28066181	28280994	214813
chr21:28280994-28491049	chr21:28280994-28491049	21	28280994	28491049	210055
chr21:28491049-28713245	chr21:28491049-28713245	21	28491049	28713245	222196
chr21:28713245-28935904	chr21:28713245-28935904	21	28713245	28935904	222659
chr21:28935904-29157416	chr21:28935904-29157416	21	28935904	29157416	221512
chr21:29157416-29371240	chr21:29157416-29371240	21	29157416	29371240	213824
chr21:29371240-29589405	chr21:29371240-29589405	21	29371240	29589405	218165
chr21:29589405-29800420	chr21:29589405-29800420	21	29589405	29800420	211015
chr21:29800420-30007333	chr21:29800420-30007333	21	29800420	30007333	206913
chr21:30007333-30218712	chr21:30007333-30218712	21	30007333	30218712	211379
chr21:30218712-30429771	chr21:30218712-30429771	21	30218712	30429771	211059
chr21:30429771-30642447	chr21:30429771-30642447	21	30429771	30642447	212676
chr21:30642447-30858987	chr21:30642447-30858987	21	30642447	30858987	216540
chr21:30858987-31072795	chr21:30858987-31072795	21	30858987	31072795	213808
chr21:31072795-31289822	chr21:31072795-31289822	21	31072795	31289822	217027
chr21:31289822-31514894	chr21:31289822-31514894	21	31289822	31514894	225072
chr21:31514894-31743898	chr21:31514894-31743898	21	31514894	31743898	229004
chr21:31743898-31971925	chr21:31743898-31971925	21	31743898	31971925	228027
chr21:31971925-32189207	chr21:31971925-32189207	21	31971925	32189207	217282
chr21:32189207-32410371	chr21:32189207-32410371	21	32189207	32410371	221164
chr21:32410371-32650857	chr21:32410371-32650857	21	32410371	32650857	240486
chr21:32650857-32870618	chr21:32650857-32870618	21	32650857	32870618	219761
chr21:32870618-33082250	chr21:32870618-33082250	21	32870618	33082250	211632
chr21:33082250-33302242	chr21:33082250-33302242	21	33082250	33302242	219992
chr21:33302242-33538643	chr21:33302242-33538643	21	33302242	33538643	236401
chr21:33538643-33765895	chr21:33538643-33765895	21	33538643	33765895	227252
chr21:33765895-33990731	chr21:33765895-33990731	21	33765895	33990731	224836
chr21:33990731-34203604	chr21:33990731-34203604	21	33990731	34203604	212873
chr21:34203604-34415736	chr21:34203604-34415736	21	34203604	34415736	212132
chr21:34415736-34630821	chr21:34415736-34630821	21	34415736	34630821	215085
chr21:34630821-34840606	chr21:34630821-34840606	21	34630821	34840606	209785
chr21:34840606-35049379	chr21:34840606-35049379	21	34840606	35049379	208773
chr21:35049379-35259740	chr21:35049379-35259740	21	35049379	35259740	210361
chr21:35259740-35470396	chr21:35259740-35470396	21	35259740	35470396	210656
chr21:35470396-35684036	chr21:35470396-35684036	21	35470396	35684036	213640
chr21:35684036-35903974	chr21:35684036-35903974	21	35684036	35903974	219938
chr21:35903974-36125441	chr21:35903974-36125441	21	35903974	36125441	221467
chr21:36125441-36374720	chr21:36125441-36374720	21	36125441	36374720	249279
chr21:36374720-36600514	chr21:36374720-36600514	21	36374720	36600514	225794
chr21:36600514-36818046	chr21:36600514-36818046	21	36600514	36818046	217532
chr21:36818046-37043286	chr21:36818046-37043286	21	36818046	37043286	225240
chr21:37043286-37270173	chr21:37043286-37270173	21	37043286	37270173	226887
chr21:37270173-37489581	chr21:37270173-37489581	21	37270173	37489581	219408
chr21:37489581-37703065	chr21:37489581-37703065	21	37489581	37703065	213484
chr21:37703065-37914242	chr21:37703065-37914242	21	37703065	37914242	211177
chr21:37914242-38125924	chr21:37914242-38125924	21	37914242	38125924	211682
chr21:38125924-38335993	chr21:38125924-38335993	21	38125924	38335993	210069
chr21:38335993-38544828	chr21:38335993-38544828	21	38335993	38544828	208835
chr21:38544828-38755701	chr21:38544828-38755701	21	38544828	38755701	210873
chr21:38755701-38966617	chr21:38755701-38966617	21	38755701	38966617	210916
chr21:38966617-39179993	chr21:38966617-39179993	21	38966617	39179993	213376
chr21:39179993-39406121	chr21:39179993-39406121	21	39179993	39406121	226128
chr21:39406121-39623827	chr21:39406121-39623827	21	39406121	39623827	217706
chr21:39623827-39840250	chr21:39623827-39840250	21	39623827	39840250	216423
chr21:39840250-40060249	chr21:39840250-40060249	21	39840250	40060249	219999
chr21:40060249-40276422	chr21:40060249-40276422	21	40060249	40276422	216173
chr21:40276422-40492777	chr21:40276422-40492777	21	40276422	40492777	216355
chr21:40492777-40704343	chr21:40492777-40704343	21	40492777	40704343	211566
chr21:40704343-40919165	chr21:40704343-40919165	21	40704343	40919165	214822
chr21:40919165-41137880	chr21:40919165-41137880	21	40919165	41137880	218715
chr21:41137880-41350942	chr21:41137880-41350942	21	41137880	41350942	213062
chr21:41350942-41568613	chr21:41350942-41568613	21	41350942	41568613	217671
chr21:41568613-41782018	chr21:41568613-41782018	21	41568613	41782018	213405
chr21:41782018-41999836	chr21:41782018-41999836	21	41782018	41999836	217818
chr21:41999836-42213474	chr21:41999836-42213474	21	41999836	42213474	213638
chr21:42213474-42422907	chr21:42213474-42422907	21	42213474	42422907	209433
chr21:42422907-42636055	chr21:42422907-42636055	21	42422907	42636055	213148
chr21:42636055-42859888	chr21:42636055-42859888	21	42636055	42859888	223833
chr21:42859888-43103219	chr21:42859888-43103219	21	42859888	43103219	243331
chr21:43103219-43396753	chr21:43103219-43396753	21	43103219	43396753	293534
chr21:43396753-43612993	chr21:43396753-43612993	21	43396753	43612993	216240
chr21:43612993-43836856	chr21:43612993-43836856	21	43612993	43836856	223863
chr21:43836856-44060350	chr21:43836856-44060350	21	43836856	44060350	223494
chr21:44060350-44280031	chr21:44060350-44280031	21	44060350	44280031	219681
chr21:44280031-44499206	chr21:44280031-44499206	21	44280031	44499206	219175
chr21:44499206-44722706	chr21:44499206-44722706	21	44499206	44722706	223500
chr21:44722706-44939308	chr21:44722706-44939308	21	44722706	44939308	216602
chr21:44939308-45149167	chr21:44939308-45149167	21	44939308	45149167	209859
chr21:45149167-45362116	chr21:45149167-45362116	21	45149167	45362116	212949
chr21:45362116-45573985	chr21:45362116-45573985	21	45362116	45573985	211869
chr21:45573985-45794609	chr21:45573985-45794609	21	45573985	45794609	220624
chr21:45794609-46010226	chr21:45794609-46010226	21	45794609	46010226	215617
chr21:46010226-46230005	chr21:46010226-46230005	21	46010226	46230005	219779
chr21:46230005-46459313	chr21:46230005-46459313	21	46230005	46459313	229308
chr22:16808119-17085961	chr22:16808119-17085961	22	16808119	17085961	277842
chr22:17085961-17328192	chr22:17085961-17328192	22	17085961	17328192	242231
chr22:17328192-17568544	chr22:17328192-17568544	22	17328192	17568544	240352
chr22:17568544-17809695	chr22:17568544-17809695	22	17568544	17809695	241151
chr22:17809695-19001620	chr22:17809695-19001620	22	17809695	19001620	1191925
chr22:19001620-19231577	chr22:19001620-19231577	22	19001620	19231577	229957
chr22:19231577-19460581	chr22:19231577-19460581	22	19231577	19460581	229004
chr22:19460581-19684345	chr22:19460581-19684345	22	19460581	19684345	223764
chr22:19684345-19896524	chr22:19684345-19896524	22	19684345	19896524	212179
chr22:19896524-20334261	chr22:19896524-20334261	22	19896524	20334261	437737
chr22:20334261-20600741	chr22:20334261-20600741	22	20334261	20600741	266480
chr22:20600741-20860874	chr22:20600741-20860874	22	20600741	20860874	260133
chr22:20860874-21744276	chr22:20860874-21744276	22	20860874	21744276	883402
chr22:21744276-21984627	chr22:21744276-21984627	22	21744276	21984627	240351
chr22:21984627-22212458	chr22:21984627-22212458	22	21984627	22212458	227831
chr22:22212458-22487996	chr22:22212458-22487996	22	22212458	22487996	275538
chr22:22487996-22748772	chr22:22487996-22748772	22	22487996	22748772	260776
chr22:22748772-22967486	chr22:22748772-22967486	22	22748772	22967486	218714
chr22:22967486-23188530	chr22:22967486-23188530	22	22967486	23188530	221044
chr22:23188530-23438024	chr22:23188530-23438024	22	23188530	23438024	249494
chr22:23438024-23700060	chr22:23438024-23700060	22	23438024	23700060	262036
chr22:23700060-23934681	chr22:23700060-23934681	22	23700060	23934681	234621
chr22:23934681-24159813	chr22:23934681-24159813	22	23934681	24159813	225132
chr22:24159813-24420948	chr22:24159813-24420948	22	24159813	24420948	261135
chr22:24420948-24698753	chr22:24420948-24698753	22	24420948	24698753	277805
chr22:24698753-24936542	chr22:24698753-24936542	22	24698753	24936542	237789
chr22:24936542-25202711	chr22:24936542-25202711	22	24936542	25202711	266169
chr22:25202711-25482478	chr22:25202711-25482478	22	25202711	25482478	279767
chr22:25482478-25719908	chr22:25482478-25719908	22	25482478	25719908	237430
chr22:25719908-25935371	chr22:25719908-25935371	22	25719908	25935371	215463
chr22:25935371-26144119	chr22:25935371-26144119	22	25935371	26144119	208748
chr22:26144119-26353420	chr22:26144119-26353420	22	26144119	26353420	209301
chr22:26353420-26573162	chr22:26353420-26573162	22	26353420	26573162	219742
chr22:26573162-26791854	chr22:26573162-26791854	22	26573162	26791854	218692
chr22:26791854-27001386	chr22:26791854-27001386	22	26791854	27001386	209532
chr22:27001386-27207027	chr22:27001386-27207027	22	27001386	27207027	205641
chr22:27207027-27416200	chr22:27207027-27416200	22	27207027	27416200	209173
chr22:27416200-27625171	chr22:27416200-27625171	22	27416200	27625171	208971
chr22:27625171-27876619	chr22:27625171-27876619	22	27625171	27876619	251448
chr22:27876619-28098856	chr22:27876619-28098856	22	27876619	28098856	222237
chr22:28098856-28325963	chr22:28098856-28325963	22	28098856	28325963	227107
chr22:28325963-28561639	chr22:28325963-28561639	22	28325963	28561639	235676
chr22:28561639-28819245	chr22:28561639-28819245	22	28561639	28819245	257606
chr22:28819245-29045144	chr22:28819245-29045144	22	28819245	29045144	225899
chr22:29045144-29270551	chr22:29045144-29270551	22	29045144	29270551	225407
chr22:29270551-29516854	chr22:29270551-29516854	22	29270551	29516854	246303
chr22:29516854-29749738	chr22:29516854-29749738	22	29516854	29749738	232884
chr22:29749738-29979538	chr22:29749738-29979538	22	29749738	29979538	229800
chr22:29979538-30198673	chr22:29979538-30198673	22	29979538	30198673	219135
chr22:30198673-30415651	chr22:30198673-30415651	22	30198673	30415651	216978
chr22:30415651-30645536	chr22:30415651-30645536	22	30415651	30645536	229885
chr22:30645536-30881288	chr22:30645536-30881288	22	30645536	30881288	235752
chr22:30881288-31115772	chr22:30881288-31115772	22	30881288	31115772	234484
chr22:31115772-31345306	chr22:31115772-31345306	22	31115772	31345306	229534
chr22:31345306-31597057	chr22:31345306-31597057	22	31345306	31597057	251751
chr22:31597057-31840232	chr22:31597057-31840232	22	31597057	31840232	243175
chr22:31840232-32068960	chr22:31840232-32068960	22	31840232	32068960	228728
chr22:32068960-32314229	chr22:32068960-32314229	22	32068960	32314229	245269
chr22:32314229-32543865	chr22:32314229-32543865	22	32314229	32543865	229636
chr22:32543865-32798113	chr22:32543865-32798113	22	32543865	32798113	254248
chr22:32798113-33016573	chr22:32798113-33016573	22	32798113	33016573	218460
chr22:33016573-33241679	chr22:33016573-33241679	22	33016573	33241679	225106
chr22:33241679-33464856	chr22:33241679-33464856	22	33241679	33464856	223177
chr22:33464856-33684250	chr22:33464856-33684250	22	33464856	33684250	219394
chr22:33684250-33900334	chr22:33684250-33900334	22	33684250	33900334	216084
chr22:33900334-34118916	chr22:33900334-34118916	22	33900334	34118916	218582
chr22:34118916-34332801	chr22:34118916-34332801	22	34118916	34332801	213885
chr22:34332801-34548414	chr22:34332801-34548414	22	34332801	34548414	215613
chr22:34548414-34781996	chr22:34548414-34781996	22	34548414	34781996	233582
chr22:34781996-35006678	chr22:34781996-35006678	22	34781996	35006678	224682
chr22:35006678-35229890	chr22:35006678-35229890	22	35006678	35229890	223212
chr22:35229890-35456561	chr22:35229890-35456561	22	35229890	35456561	226671
chr22:35456561-35678640	chr22:35456561-35678640	22	35456561	35678640	222079
chr22:35678640-35900727	chr22:35678640-35900727	22	35678640	35900727	222087
chr22:35900727-36131903	chr22:35900727-36131903	22	35900727	36131903	231176
chr22:36131903-36359640	chr22:36131903-36359640	22	36131903	36359640	227737
chr22:36359640-36597938	chr22:36359640-36597938	22	36359640	36597938	238298
chr22:36597938-36811544	chr22:36597938-36811544	22	36597938	36811544	213606
chr22:36811544-37025561	chr22:36811544-37025561	22	36811544	37025561	214017
chr22:37025561-37236767	chr22:37025561-37236767	22	37025561	37236767	211206
chr22:37236767-37448260	chr22:37236767-37448260	22	37236767	37448260	211493
chr22:37448260-37675882	chr22:37448260-37675882	22	37448260	37675882	227622
chr22:37675882-37918504	chr22:37675882-37918504	22	37675882	37918504	242622
chr22:37918504-38148468	chr22:37918504-38148468	22	37918504	38148468	229964
chr22:38148468-38407358	chr22:38148468-38407358	22	38148468	38407358	258890
chr22:38407358-38645917	chr22:38407358-38645917	22	38407358	38645917	238559
chr22:38645917-38871518	chr22:38645917-38871518	22	38645917	38871518	225601
chr22:38871518-39129256	chr22:38871518-39129256	22	38871518	39129256	257738
chr22:39129256-39359819	chr22:39129256-39359819	22	39129256	39359819	230563
chr22:39359819-39582506	chr22:39359819-39582506	22	39359819	39582506	222687
chr22:39582506-39794010	chr22:39582506-39794010	22	39582506	39794010	211504
chr22:39794010-40013513	chr22:39794010-40013513	22	39794010	40013513	219503
chr22:40013513-40238239	chr22:40013513-40238239	22	40013513	40238239	224726
chr22:40238239-40461363	chr22:40238239-40461363	22	40238239	40461363	223124
chr22:40461363-40699498	chr22:40461363-40699498	22	40461363	40699498	238135
chr22:40699498-40940762	chr22:40699498-40940762	22	40699498	40940762	241264
chr22:40940762-41187169	chr22:40940762-41187169	22	40940762	41187169	246407
chr22:41187169-41432326	chr22:41187169-41432326	22	41187169	41432326	245157
chr22:41432326-41676804	chr22:41432326-41676804	22	41432326	41676804	244478
chr22:41676804-41913526	chr22:41676804-41913526	22	41676804	41913526	236722
chr22:41913526-42159313	chr22:41913526-42159313	22	41913526	42159313	245787
chr22:42159313-42374536	chr22:42159313-42374536	22	42159313	42374536	215223
chr22:42374536-42645868	chr22:42374536-42645868	22	42374536	42645868	271332
chr22:42645868-42886021	chr22:42645868-42886021	22	42645868	42886021	240153
chr22:42886021-43124256	chr22:42886021-43124256	22	42886021	43124256	238235
chr22:43124256-43337304	chr22:43124256-43337304	22	43124256	43337304	213048
chr22:43337304-43554467	chr22:43337304-43554467	22	43337304	43554467	217163
chr22:43554467-43769828	chr22:43554467-43769828	22	43554467	43769828	215361
chr22:43769828-43988917	chr22:43769828-43988917	22	43769828	43988917	219089
chr22:43988917-44210849	chr22:43988917-44210849	22	43988917	44210849	221932
chr22:44210849-44426069	chr22:44210849-44426069	22	44210849	44426069	215220
chr22:44426069-44645157	chr22:44426069-44645157	22	44426069	44645157	219088
chr22:44645157-44875891	chr22:44645157-44875891	22	44645157	44875891	230734
chr22:44875891-45094971	chr22:44875891-45094971	22	44875891	45094971	219080
chr22:45094971-45322277	chr22:45094971-45322277	22	45094971	45322277	227306
chr22:45322277-45551770	chr22:45322277-45551770	22	45322277	45551770	229493
chr22:45551770-45772640	chr22:45551770-45772640	22	45551770	45772640	220870
chr22:45772640-45979929	chr22:45772640-45979929	22	45772640	45979929	207289
chr22:45979929-46193467	chr22:45979929-46193467	22	45979929	46193467	213538
chr22:46193467-46417765	chr22:46193467-46417765	22	46193467	46417765	224298
chr22:46417765-46646049	chr22:46417765-46646049	22	46417765	46646049	228284
