gene	CHROM	gene_start	gene_end	gene_length	gene_ensembl
ENSG00000265168	17	28573116	28574243	1127	ENSG00000265168
SPAG5	17	28577564	28599025	21461	ENSG00000076382
SPAG5-AS1	17	28598789	28617377	18588	ENSG00000227543
ENSG00000265287	17	28607962	28609730	1768	ENSG00000265287
BLTP2	17	28614445	28645454	31009	ENSG00000007202
ENSG00000264044	17	28633205	28635950	2745	ENSG00000264044
SDF2	17	28648345	28662189	13844	ENSG00000132581
SUPT6H	17	28662197	28702679	40482	ENSG00000109111
ENSG00000265205	17	28670053	28672804	2751	ENSG00000265205
PROCA1	17	28703196	28711888	8692	ENSG00000167525
RAB34	17	28714280	28718429	4149	ENSG00000109113
RPL23A	17	28719984	28724359	4375	ENSG00000198242
ENSG00000264577	17	28721486	28722877	1391	ENSG00000264577
TLCD1	17	28724347	28727935	3588	ENSG00000160606
NEK8	17	28725896	28743455	17559	ENSG00000160602
ENSG00000267729	17	28727257	28727739	482	ENSG00000267729
ENSG00000265073	17	28732962	28743102	10140	ENSG00000265073
TRAF4	17	28744010	28750956	6946	ENSG00000076604
ENSG00000265474	17	28745568	28747652	2084	ENSG00000265474
ENSG00000265840	17	28749730	28750079	349	ENSG00000265840
FAM222B	17	28755979	28855232	99253	ENSG00000173065
ERAL1	17	28855009	28861061	6052	ENSG00000132591
ENSG00000264066	17	28860992	28861991	999	ENSG00000264066
FLOT2	17	28879334	28897733	18399	ENSG00000132589
ENSG00000264304	17	28892468	28893342	874	ENSG00000264304
ENSG00000266642	17	28897737	28899402	1665	ENSG00000266642
DHRS13	17	28897780	28903079	5299	ENSG00000167536
PHF12	17	28905249	28951771	46522	ENSG00000109118
ENSG00000265845	17	28926274	28944749	18475	ENSG00000265845
ENSG00000265908	17	28944795	28945394	599	ENSG00000265908
PIPOX	17	28950512	29057216	106704	ENSG00000179761
SEZ6	17	28954900	29006440	51540	ENSG00000063015
ENSG00000263613	17	29009798	29011009	1211	ENSG00000263613
ENSG00000238007	17	29012864	29016512	3648	ENSG00000238007
MYO18A	17	29071121	29180398	109277	ENSG00000196535
ENSG00000263709	17	29140482	29155489	15007	ENSG00000263709
CRYBA1	17	29246858	29254494	7636	ENSG00000108255
NUFIP2	17	29255838	29294148	38310	ENSG00000108256
ENSG00000264808	17	29333909	29390777	56868	ENSG00000264808
ENSG00000266111	17	29352068	29404105	52037	ENSG00000266111
TAOK1	17	29390362	29551903	161541	ENSG00000160551
ABHD15-AS1	17	29560546	29707090	146544	ENSG00000264031
ABHD15	17	29560546	29567037	6491	ENSG00000168792
TP53I13	17	29566051	29573157	7106	ENSG00000167543
ENSG00000290082	17	29567822	29568533	711	ENSG00000290082
ENSG00000264290	17	29569579	29570519	940	ENSG00000264290
GIT1	17	29573474	29594054	20580	ENSG00000108262
ANKRD13B	17	29589768	29614761	24993	ENSG00000198720
ENSG00000264647	17	29591702	29592241	539	ENSG00000264647
CORO6	17	29614755	29622912	8157	ENSG00000167549
ENSG00000264007	17	29621616	29622254	638	ENSG00000264007
SSH2	17	29625937	29930276	304339	ENSG00000141298
ENSG00000263370	17	29639626	29640825	1199	ENSG00000263370
ENSG00000265625	17	29644795	29645847	1052	ENSG00000265625
ENSG00000263657	17	29761102	29787836	26734	ENSG00000263657
ENSG00000263477	17	29863401	29866092	2691	ENSG00000263477
EFCAB5	17	29929199	30108452	179253	ENSG00000176927
ENSG00000265289	17	30059338	30065677	6339	ENSG00000265289
ENSG00000265394	17	30090365	30117497	27132	ENSG00000265394
NSRP1	17	30115520	30186475	70955	ENSG00000126653
hsa-mir-423	17	30117078	30117172	94	ENSG00000266919
ENSG00000265739	17	30122428	30126118	3690	ENSG00000265739
ENSG00000266987	17	30144061	30144790	729	ENSG00000266987
SLC6A4	17	30194318	30236002	41684	ENSG00000108576
ENSG00000264125	17	30204317	30206468	2151	ENSG00000264125
ENSG00000266120	17	30238740	30252237	13497	ENSG00000266120
BLMH	17	30248202	30292056	43854	ENSG00000108578
TMIGD1	17	30316332	30334059	17727	ENSG00000182271
CPD	17	30378926	30469989	91063	ENSG00000108582
GOSR1	17	30477361	30527592	50231	ENSG00000108587
ENSG00000263860	17	30550492	30551189	697	ENSG00000263860
ENSG00000290404	17	30557111	30563493	6382	ENSG00000290404
ENSG00000266775	17	30557731	30558502	771	ENSG00000266775
ENSG00000259928	17	30564056	30565576	1520	ENSG00000259928
ENSG00000231421	17	30573470	30577000	3530	ENSG00000231421
ENSG00000214719	17	30576463	30672789	96326	ENSG00000214719
ENSG00000290395	17	30600795	30615980	15185	ENSG00000290395
ENSG00000290450	17	30631754	30637466	5712	ENSG00000290450
ENSG00000290928	17	30709298	30790908	81610	ENSG00000290928
ENSG00000265443	17	30726304	30727564	1260	ENSG00000265443
ENSG00000263603	17	30729468	30731202	1734	ENSG00000263603
CRLF3	17	30769387	30824692	55305	ENSG00000176390
ENSG00000265791	17	30781492	30782221	729	ENSG00000265791
ENSG00000266490	17	30792371	30792833	462	ENSG00000266490
ENSG00000276250	17	30803653	30804077	424	ENSG00000276250
ATAD5	17	30831965	30895869	63904	ENSG00000176208
ENSG00000265334	17	30834324	30863028	28704	ENSG00000265334
ENSG00000263531	17	30863920	30864940	1020	ENSG00000263531
TEFM	17	30897335	30906238	8903	ENSG00000172171
ENSG00000275185	17	30899109	30899651	542	ENSG00000275185
ADAP2	17	30906343	30959322	52979	ENSG00000184060
ENSG00000230113	17	30956279	30956961	682	ENSG00000230113
LINC02978	17	30964934	30965500	566	ENSG00000265743
ENSG00000286194	17	30968784	30970307	1523	ENSG00000286194
RNF135	17	30970983	30999911	28928	ENSG00000181481
ENSG00000264456	17	30971651	30973312	1661	ENSG00000264456
ENSG00000266340	17	30978609	30980250	1641	ENSG00000266340
ENSG00000291063	17	31008496	31093127	84631	ENSG00000291063
ENSG00000290858	17	31041087	31059121	18034	ENSG00000290858
MIR4733HG	17	31090786	31095450	4664	ENSG00000264107
NF1	17	31094926	31382116	287190	ENSG00000196712
ENSG00000266371	17	31133181	31138518	5337	ENSG00000266371
OMG	17	31272012	31297539	25527	ENSG00000126861
EVI2B	17	31303769	31314105	10336	ENSG00000185862
EVI2A	17	31316409	31321749	5340	ENSG00000126860
RAB11FIP4	17	31391674	31538211	146537	ENSG00000131242
ENSG00000278546	17	31560131	31560573	442	ENSG00000278546
MIR365BHG	17	31571141	31575659	4518	ENSG00000228768
ENSG00000266877	17	31583161	31637543	54382	ENSG00000266877
ENSG00000263567	17	31762439	31769048	6609	ENSG00000263567
ENSG00000265046	17	31830730	31831750	1020	ENSG00000265046
COPRS	17	31851870	31859291	7421	ENSG00000172301
UTP6	17	31860903	31901708	40805	ENSG00000108651
ENSG00000263990	17	31873925	31886666	12741	ENSG00000263990
SUZ12	17	31937006	32001038	64032	ENSG00000178691
LRRC37B	17	32007382	32053504	46122	ENSG00000185158
ENSG00000290974	17	32088159	32094933	6774	ENSG00000290974
ENSG00000290975	17	32106331	32114122	7791	ENSG00000290975
ENSG00000277511	17	32127569	32128454	885	ENSG00000277511
ENSG00000214708	17	32141225	32143135	1910	ENSG00000214708
RHOT1	17	32142453	32253374	110921	ENSG00000126858
ENSG00000287506	17	32258614	32265404	6790	ENSG00000287506
RHBDL3	17	32265831	32324659	58828	ENSG00000141314
ENSG00000263674	17	32280386	32280953	567	ENSG00000263674
C17orf75	17	32324564	32350023	25459	ENSG00000108666
ENSG00000265139	17	32328440	32329395	955	ENSG00000265139
ZNF207	17	32350131	32381885	31754	ENSG00000010244
ENSG00000274341	17	32408012	32408309	297	ENSG00000274341
ENSG00000278668	17	32410158	32410746	588	ENSG00000278668
ENSG00000266385	17	32411216	32412420	1204	ENSG00000266385
ENSG00000279762	17	32423970	32446038	22068	ENSG00000279762
ENSG00000264083	17	32430966	32432841	1875	ENSG00000264083
PSMD11	17	32444378	32483319	38941	ENSG00000108671
CDK5R1	17	32486992	32491253	4261	ENSG00000176749
MYO1D	17	32492521	32877177	384656	ENSG00000176658
ENSG00000266718	17	32495535	32500910	5375	ENSG00000266718
ENSG00000265222	17	32509953	32523424	13471	ENSG00000265222
ENSG00000263717	17	32512868	32519350	6482	ENSG00000263717
ENSG00000266599	17	32518952	32531492	12540	ENSG00000266599
ENSG00000265337	17	32529007	32530049	1042	ENSG00000265337
ENSG00000264458	17	32627738	32686484	58746	ENSG00000264458
ENSG00000236377	17	32876725	32906611	29886	ENSG00000236377
H2BN1	17	32895432	32906586	11154	ENSG00000290320
TMEM98	17	32927909	32945106	17197	ENSG00000006042
SPACA3	17	32970375	32997877	27502	ENSG00000141316
ASIC2	17	33013086	34174964	1161878	ENSG00000108684
ENSG00000264598	17	33052106	33052867	761	ENSG00000264598
ENSG00000266535	17	33111857	33131743	19886	ENSG00000266535
AA06	17	33529786	33533760	3974	ENSG00000265544
ENSG00000265697	17	33534109	33541339	7230	ENSG00000265697
ENSG00000265125	17	33565763	33624122	58359	ENSG00000265125
ENSG00000265115	17	33627026	33635057	8031	ENSG00000265115
ENSG00000264643	17	33680576	33680883	307	ENSG00000264643
ENSG00000265689	17	33688802	33689174	372	ENSG00000265689
ENSG00000283417	17	33791837	33816761	24924	ENSG00000283417
ENSG00000279668	17	33827698	34079100	251402	ENSG00000279668
ENSG00000263435	17	33976530	33980851	4321	ENSG00000263435
ENSG00000263485	17	34080881	34082224	1343	ENSG00000263485
ENSG00000265775	17	34118346	34118882	536	ENSG00000265775
ENSG00000264791	17	34142946	34147047	4101	ENSG00000264791
ENSG00000263571	17	34155565	34165736	10171	ENSG00000263571
LINC01989	17	34169371	34195937	26566	ENSG00000261156
ENSG00000264990	17	34176537	34178166	1629	ENSG00000264990
CCL2	17	34255273	34257208	1935	ENSG00000108691
CCL7	17	34270220	34272242	2022	ENSG00000108688
CCL11	17	34285741	34288334	2593	ENSG00000172156
CCL8	17	34319434	34321402	1968	ENSG00000108700
CCL13	17	34356479	34358610	2131	ENSG00000181374
CCL1	17	34360327	34363233	2906	ENSG00000108702
ENSG00000225582	17	34479271	34482148	2877	ENSG00000225582
TMEM132E-DT	17	34574122	34579369	5247	ENSG00000197322
TMEM132E	17	34579486	34639318	59832	ENSG00000181291
ENSG00000264174	17	34725508	34726170	662	ENSG00000264174
ENSG00000264622	17	34837870	34859046	21176	ENSG00000264622
CCT6B	17	34927858	34981078	53220	ENSG00000132141
ENSG00000285559	17	34937305	34938604	1299	ENSG00000285559
ZNF830	17	34961539	34963777	2238	ENSG00000198783
LIG3	17	34980511	35009743	29232	ENSG00000005156
RFFL	17	35005989	35089319	83330	ENSG00000092871
ENSG00000273687	17	35018659	35018991	332	ENSG00000273687
ENSG00000267457	17	35073830	35074374	544	ENSG00000267457
RAD51D	17	35092220	35121522	29302	ENSG00000185379
FNDC8	17	35121614	35130732	9118	ENSG00000073598
NLE1	17	35128729	35142304	13575	ENSG00000073536
UNC45B	17	35147816	35189345	41529	ENSG00000141161
ENSG00000267782	17	35164242	35167012	2770	ENSG00000267782
SLC35G3	17	35192519	35194393	1874	ENSG00000164729
ENSG00000266947	17	35231449	35242963	11514	ENSG00000266947
ENSG00000289211	17	35242432	35242880	448	ENSG00000289211
SLFN5	17	35243070	35273655	30585	ENSG00000166750
ENSG00000267364	17	35313441	35325449	12008	ENSG00000267364
SLFN11	17	35350304	35373701	23397	ENSG00000172716
ENSG00000267711	17	35400877	35403006	2129	ENSG00000267711
ENSG00000267547	17	35403836	35404373	537	ENSG00000267547
SLFN12	17	35410921	35433283	22362	ENSG00000172123
SLFN13	17	35435095	35448837	13742	ENSG00000154760
SLFN12L	17	35464248	35537678	73430	ENSG00000205045
ENSG00000267349	17	35477993	35478444	451	ENSG00000267349
ENSG00000267074	17	35499689	35510270	10581	ENSG00000267074
ENSG00000267035	17	35540038	35540797	759	ENSG00000267035
SLFN14	17	35543984	35560819	16835	ENSG00000236320
ENSG00000267359	17	35553204	35554767	1563	ENSG00000267359
ENSG00000267625	17	35561538	35562077	539	ENSG00000267625
SNHG30	17	35568049	35574900	6851	ENSG00000267321
PEX12	17	35574794	35578863	4069	ENSG00000108733
AP2B1	17	35578045	35726413	148368	ENSG00000006125
RASL10B	17	35731638	35743521	11883	ENSG00000270885
GAS2L2	17	35744510	35753239	8729	ENSG00000270765
MMP28	17	35756248	35795707	39459	ENSG00000271447
ENSG00000271392	17	35757198	35758325	1127	ENSG00000271392
C17orf50	17	35760886	35765079	4193	ENSG00000270806
ENSG00000270829	17	35808488	35808897	409	ENSG00000270829
TAF15	17	35809481	35864615	55134	ENSG00000270647
ENSG00000270871	17	35816716	35830293	13577	ENSG00000270871
ENSG00000270894	17	35818398	35823713	5315	ENSG00000270894
HEATR9	17	35854945	35868891	13946	ENSG00000270379
ENSG00000270240	17	35868966	35885863	16897	ENSG00000270240
CCL5	17	35871490	35880793	9303	ENSG00000271503
RDM1	17	35918065	35930773	12708	ENSG00000278023
LYZL6	17	35934517	35943713	9196	ENSG00000275722
ENSG00000291030	17	35963487	35965472	1985	ENSG00000291030
CCL16	17	35976492	35981497	5005	ENSG00000275152
CCL14	17	35983287	35987004	3717	ENSG00000276409
ENSG00000275431	17	35983655	35990270	6615	ENSG00000275431
CCL15	17	35996439	36001553	5114	ENSG00000275718
ENSG00000275944	17	36001418	36011618	10200	ENSG00000275944
ENSG00000278690	17	36012503	36012891	388	ENSG00000278690
CCL23	17	36013055	36017972	4917	ENSG00000274736
CCL18	17	36064271	36072032	7761	ENSG00000275385
CCL3-AS1	17	36072865	36090134	17269	ENSG00000277089
CCL3	17	36088255	36090169	1914	ENSG00000277632
CCL4	17	36103826	36105621	1795	ENSG00000275302
ENSG00000276241	17	36116176	36177510	61334	ENSG00000276241
ENSG00000289485	17	36116853	36149080	32227	ENSG00000289485
TBC1D3B	17	36165682	36176636	10954	ENSG00000274808
ENSG00000274767	17	36183234	36196471	13237	ENSG00000274767
CCL3L3	17	36194868	36196758	1890	ENSG00000276085
CCL4L2	17	36210923	36212878	1955	ENSG00000276070
ENSG00000278097	17	36225245	36226807	1562	ENSG00000278097
TBC1D3I	17	36253455	36264570	11115	ENSG00000274933
TBC1D3G	17	36323883	36334759	10876	ENSG00000260287
TBC1D3H	17	36377530	36388435	10905	ENSG00000274226
TBC1D3F	17	36428617	36439566	10949	ENSG00000275954
ENSG00000289011	17	36475917	36483128	7211	ENSG00000289011
ZNHIT3	17	36486628	36499310	12682	ENSG00000273611
MYO19	17	36495635	36543435	47800	ENSG00000278259
PIGW	17	36534986	36539310	4324	ENSG00000277161
GGNBP2	17	36544911	36589848	44937	ENSG00000278311
DHRS11	17	36591878	36600804	8926	ENSG00000278535
MRM1	17	36601582	36608964	7382	ENSG00000278619
ENSG00000275720	17	36634068	36634698	630	ENSG00000275720
ENSG00000276508	17	36684753	36685129	376	ENSG00000276508
ENSG00000275613	17	36722442	36726346	3904	ENSG00000275613
LHX1-DT	17	36861673	36936670	74997	ENSG00000277268
LHX1	17	36936784	36944612	7828	ENSG00000273706
ENSG00000276707	17	36940048	36943456	3408	ENSG00000276707
AATF	17	36948924	37056871	107947	ENSG00000275700
ENSG00000277911	17	36980166	36980422	256	ENSG00000277911
ENSG00000277589	17	36998597	37000034	1437	ENSG00000277589
ENSG00000277579	17	37034667	37043252	8585	ENSG00000277579
ENSG00000278638	17	37045227	37052890	7663	ENSG00000278638
ACACA	17	37084991	37406836	321845	ENSG00000278540
C17orf78	17	37375984	37392708	16724	ENSG00000278505
ENSG00000276054	17	37386885	37387926	1041	ENSG00000276054
TADA2A	17	37406885	37479725	72840	ENSG00000276234
ENSG00000273965	17	37407935	37408594	659	ENSG00000273965
ENSG00000289110	17	37488454	37489688	1234	ENSG00000289110
DUSP14	17	37489890	37513501	23611	ENSG00000276023
SYNRG	17	37514806	37609472	94666	ENSG00000275066
ENSG00000277688	17	37609738	37613841	4103	ENSG00000277688
DDX52	17	37609738	37643446	33708	ENSG00000278053
ENSG00000277501	17	37642946	37684252	41306	ENSG00000277501
ENSG00000274244	17	37649132	37650894	1762	ENSG00000274244
HNF1B	17	37686430	37745059	58629	ENSG00000275410
ENSG00000275173	17	37798893	37802788	3895	ENSG00000275173
YWHAEP7	17	37828304	37884743	56439	ENSG00000290810
TBC1D3K	17	37924414	37935371	10957	ENSG00000273513
TBC1D3L	17	37978154	37989060	10906	ENSG00000274512
TBC1D3D	17	38003975	38014908	10933	ENSG00000274419
TBC1D3C	17	38057692	38068634	10942	ENSG00000278299
TBC1D3E	17	38127950	38138868	10918	ENSG00000278599
TBC1D3	17	38181658	38192555	10897	ENSG00000274611
NPEPPSP1	17	38195702	38257381	61679	ENSG00000291088
MRPL45	17	38297022	38323217	26195	ENSG00000278845
GPR179	17	38324570	38343956	19386	ENSG00000277399
SOCS7	17	38351843	38405593	53750	ENSG00000274211
ARHGAP23	17	38419279	38512385	93106	ENSG00000275832
ENSG00000276170	17	38450393	38452444	2051	ENSG00000276170
SRCIN1	17	38530030	38605952	75922	ENSG00000277363
ENSG00000274996	17	38601048	38602701	1653	ENSG00000274996
EPOP	17	38671702	38674957	3255	ENSG00000273604
ENSG00000277969	17	38702448	38704747	2299	ENSG00000277969
ENSG00000275532	17	38703471	38706261	2790	ENSG00000275532
MLLT6	17	38705272	38729795	24523	ENSG00000275023
ENSG00000275665	17	38715327	38720272	4945	ENSG00000275665
CISD3	17	38730340	38735605	5265	ENSG00000277972
PCGF2	17	38733897	38749817	15920	ENSG00000277258
ENSG00000277182	17	38749359	38751773	2414	ENSG00000277182
PSMB3	17	38752740	38764225	11485	ENSG00000277791
PIP4K2B	17	38765690	38800126	34436	ENSG00000276293
CWC25	17	38800440	38825355	24915	ENSG00000273559
C17orf98	17	38835085	38841438	6353	ENSG00000275489
RPL23	17	38847859	38853764	5905	ENSG00000125691
LASP1	17	38869858	38921770	51912	ENSG00000002834
ENSG00000263466	17	38903703	38904600	897	ENSG00000263466
ENSG00000265784	17	38918800	38921769	2969	ENSG00000265784
LASP1NB	17	38925167	38929384	4217	ENSG00000263874
FBXO47	17	38936431	38967403	30972	ENSG00000204952
ENSG00000266588	17	39003247	39013032	9785	ENSG00000266588
LINC02079	17	39026714	39027110	396	ENSG00000266013
LRRC37A11P	17	39029905	39053215	23310	ENSG00000290925
PLXDC1	17	39063312	39154394	91082	ENSG00000161381
ENSG00000286443	17	39086975	39091942	4967	ENSG00000286443
ARL5C	17	39156893	39167484	10591	ENSG00000141748
ENSG00000266101	17	39173289	39177503	4214	ENSG00000266101
CACNB1	17	39173452	39197702	24250	ENSG00000067191
RPL19	17	39200282	39204840	4558	ENSG00000108298
STAC2	17	39210540	39225945	15405	ENSG00000141750
FBXL20	17	39252662	39402523	149861	ENSG00000108306
ENSG00000266469	17	39401792	39406233	4441	ENSG00000266469
MED1	17	39404284	39451272	46988	ENSG00000125686
CDK12	17	39461485	39567559	106074	ENSG00000167258
NEUROD2	17	39603535	39609777	6242	ENSG00000171532
ENSG00000214546	17	39619612	39622770	3158	ENSG00000214546
PPP1R1B	17	39626739	39636626	9887	ENSG00000131771
STARD3	17	39637089	39664201	27112	ENSG00000131748
TCAP	17	39665348	39666554	1206	ENSG00000173991
PNMT	17	39667980	39670475	2495	ENSG00000141744
PGAP3	17	39671121	39696797	25676	ENSG00000161395
ERBB2	17	39687913	39730426	42513	ENSG00000141736
MIEN1	17	39728495	39730532	2037	ENSG00000141741
GRB7	17	39737926	39747291	9365	ENSG00000141738
IKZF3	17	39757717	39864312	106595	ENSG00000161405
ZPBP2	17	39868201	39877896	9695	ENSG00000186075
GSDMB	17	39904594	39919854	15260	ENSG00000073605
ORMDL3	17	39921040	39927601	6561	ENSG00000172057
LRRC3C	17	39927731	39944999	17268	ENSG00000204913
ENSG00000264968	17	39927741	39939601	11860	ENSG00000264968
GSDMA	17	39953262	39977768	24506	ENSG00000167914
PSMD3	17	39980806	39997959	17153	ENSG00000108344
ENSG00000265799	17	40012225	40014705	2480	ENSG00000265799
CSF3	17	40015360	40017813	2453	ENSG00000108342
MED24	17	40019096	40061215	42119	ENSG00000008838
THRA	17	40058289	40093867	35578	ENSG00000126351
NR1D1	17	40092792	40100589	7797	ENSG00000126368
MSL1	17	40121970	40136917	14947	ENSG00000188895
CASC3	17	40140317	40172171	31854	ENSG00000108349
RAPGEFL1	17	40177009	40195656	18647	ENSG00000108352
WIPF2	17	40219303	40284136	64833	ENSG00000171475
CDC6	17	40287878	40304657	16779	ENSG00000094804
RARA	17	40309179	40357643	48464	ENSG00000131759
ENSG00000287644	17	40317697	40318676	979	ENSG00000287644
RARA-AS1	17	40340866	40343136	2270	ENSG00000265666
GJD3	17	40360651	40364737	4086	ENSG00000183153
GJD3-AS1	17	40360654	40364693	4039	ENSG00000266208
TOP2A	17	40388524	40417896	29372	ENSG00000131747
IGFBP4	17	40443449	40457725	14276	ENSG00000141753
TNS4	17	40475827	40501623	25796	ENSG00000131746
ENSG00000266088	17	40516891	40527002	10111	ENSG00000266088
CCR7	17	40553768	40565472	11704	ENSG00000126353
SMARCE1	17	40624961	40648654	23693	ENSG00000073584
ENSG00000278834	17	40648029	40649724	1695	ENSG00000278834
KRT222	17	40654664	40665181	10517	ENSG00000213424
KRT24	17	40697990	40703752	5762	ENSG00000167916
ENSG00000291165	17	40717233	40719140	1907	ENSG00000291165
KRT25	17	40748020	40755331	7311	ENSG00000204897
KRT26	17	40766237	40772201	5964	ENSG00000186393
KRT27	17	40776807	40782550	5743	ENSG00000171446
KRT28	17	40792195	40799959	7764	ENSG00000173908
ENSG00000264488	17	40803743	40809296	5553	ENSG00000264488
KRT10	17	40818116	40822614	4498	ENSG00000186395
KRT10-AS1	17	40819100	40836270	17170	ENSG00000167920
ENSG00000265359	17	40850799	40863282	12483	ENSG00000265359
KRT12	17	40861302	40867223	5921	ENSG00000187242
KRT20	17	40875888	40885242	9354	ENSG00000171431
ENSG00000234477	17	40921429	40975926	54497	ENSG00000234477
KRT23	17	40922699	40937646	14947	ENSG00000108244
KRT39	17	40958416	40966948	8532	ENSG00000196859
KRT40	17	40977714	40987135	9421	ENSG00000204889
KRTAP3-3	17	40993429	40994164	735	ENSG00000212899
KRTAP3-2	17	40999192	40999906	714	ENSG00000212900
KRTAP3-1	17	41008520	41019324	10804	ENSG00000212901
KRTAP1-5	17	41026025	41027208	1183	ENSG00000221852
KRTAP1-4	17	41029350	41030195	845	ENSG00000204887
KRTAP1-3	17	41033883	41034874	991	ENSG00000221880
KRTAP1-1	17	41040540	41041450	910	ENSG00000188581
KRTAP2-1	17	41046540	41047316	776	ENSG00000212725
KRTAP2-2	17	41054497	41055230	733	ENSG00000214518
KRTAP2-3	17	41059239	41060114	875	ENSG00000212724
KRTAP2-4	17	41065115	41065879	764	ENSG00000213417
KRTAP4-7	17	41084149	41085144	995	ENSG00000240871
ENSG00000287602	17	41090337	41093246	2909	ENSG00000287602
KRTAP4-8	17	41096980	41098142	1162	ENSG00000204880
KRTAP4-16	17	41101501	41102209	708	ENSG00000241241
KRTAP4-9	17	41105388	41106488	1100	ENSG00000212722
KRTAP4-11	17	41117180	41118373	1193	ENSG00000212721
KRTAP4-12	17	41123090	41124182	1092	ENSG00000213416
KRTAP4-6	17	41139432	41140544	1112	ENSG00000198090
KRTAP4-5	17	41148923	41149825	902	ENSG00000198271
KRTAP4-4	17	41159648	41160748	1100	ENSG00000171396
KRTAP4-3	17	41167230	41168221	991	ENSG00000196156
KRTAP4-2	17	41177445	41178221	776	ENSG00000244537
KRTAP4-1	17	41184099	41184911	812	ENSG00000198443
KRTAP9-1	17	41189886	41190639	753	ENSG00000240542
KRTAP9-2	17	41226647	41227652	1005	ENSG00000239886
KRTAP9-3	17	41232448	41233454	1006	ENSG00000204873
KRTAP9-8	17	41237998	41239004	1006	ENSG00000187272
KRTAP9-4	17	41249686	41250653	967	ENSG00000241595
KRTAP9-9	17	41255383	41256364	981	ENSG00000198083
KRTAP9-6	17	41265377	41265860	483	ENSG00000212659
KRTAP9-7	17	41275697	41276207	510	ENSG00000180386
KRTAP29-1	17	41301825	41302851	1026	ENSG00000212658
KRTAP16-1	17	41307699	41309309	1610	ENSG00000212657
KRTAP17-1	17	41314911	41315710	799	ENSG00000186860
KRT33A	17	41346091	41350828	4737	ENSG00000006059
KRT33B	17	41363497	41369813	6316	ENSG00000131738
KRT34	17	41377668	41382306	4638	ENSG00000131737
KRT31	17	41393720	41397608	3888	ENSG00000094796
ENSG00000234859	17	41402415	41425049	22634	ENSG00000234859
KRT37	17	41420546	41424585	4039	ENSG00000108417
KRT38	17	41436153	41440983	4830	ENSG00000171360
KRT32	17	41459512	41467386	7874	ENSG00000108759
KRT35	17	41476709	41481151	4442	ENSG00000197079
KRT36	17	41486135	41492546	6411	ENSG00000126337
KRT13	17	41500980	41505705	4725	ENSG00000171401
ENSG00000229732	17	41500982	41502409	1427	ENSG00000229732
KRT15	17	41513744	41522529	8785	ENSG00000171346
KRT19	17	41523616	41528308	4692	ENSG00000171345
LINC00974	17	41549605	41554495	4890	ENSG00000226629
KRT9	17	41565835	41572059	6224	ENSG00000171403
KRT14	17	41582278	41586895	4617	ENSG00000186847
KRT16	17	41609777	41615899	6122	ENSG00000186832
KRT17	17	41619441	41624842	5401	ENSG00000128422
ENSG00000289252	17	41621695	41622002	307	ENSG00000289252
KRT42P	17	41626326	41640199	13873	ENSG00000290861
EIF1	17	41688884	41692668	3784	ENSG00000173812
GAST	17	41712330	41715969	3639	ENSG00000184502
HAP1	17	41717741	41734644	16903	ENSG00000173805
JUP	17	41754603	41786931	32328	ENSG00000173801
P3H4	17	41801946	41812604	10658	ENSG00000141696
FKBP10	17	41812679	41823213	10534	ENSG00000141756
NT5C3B	17	41825056	41836260	11204	ENSG00000141698
KLHL10	17	41835684	41848384	12700	ENSG00000161594
ENSG00000259623	17	41848517	41851447	2930	ENSG00000259623
KLHL11	17	41848517	41865423	16906	ENSG00000178502
ACLY	17	41866916	41930542	63626	ENSG00000131473
ENSG00000274630	17	41867580	41867736	156	ENSG00000274630
ODAD4	17	41930616	41966503	35887	ENSG00000204815
CNP	17	41966762	41977740	10978	ENSG00000173786
DNAJC7	17	41976420	42021376	44956	ENSG00000168259
NKIRAS2	17	42011381	42025644	14263	ENSG00000168256
ZNF385C	17	42025575	42098479	72904	ENSG00000187595
C17orf113	17	42038231	42050601	12370	ENSG00000267221
DHX58	17	42101403	42112714	11311	ENSG00000108771
KAT2A	17	42113110	42121367	8257	ENSG00000108773
HSPB9	17	42122803	42123352	549	ENSG00000260325
RAB5C	17	42124977	42155044	30067	ENSG00000108774
RAB5C-AS1	17	42154599	42155972	1373	ENSG00000267658
KCNH4	17	42156890	42181142	24252	ENSG00000089558
HCRT	17	42184059	42185452	1393	ENSG00000161610
GHDC	17	42188798	42194513	5715	ENSG00000167925
STAT5B	17	42199175	42288633	89458	ENSG00000173757
ENSG00000267758	17	42268586	42269807	1221	ENSG00000267758
ENSG00000236194	17	42270516	42272683	2167	ENSG00000236194
ENSG00000278829	17	42272068	42275571	3503	ENSG00000278829
STAT5A	17	42287546	42311943	24397	ENSG00000126561
STAT3	17	42313323	42388540	75217	ENSG00000168610
CAVIN1	17	42402448	42423256	20808	ENSG00000177469
ENSG00000289579	17	42409891	42411209	1318	ENSG00000289579
ATP6V0A1	17	42458843	42522582	63739	ENSG00000033627
ENSG00000267222	17	42495866	42496550	684	ENSG00000267222
ENSG00000267632	17	42509783	42511519	1736	ENSG00000267632
NAGLU	17	42536240	42544449	8209	ENSG00000108784
HSD17B1-AS1	17	42552430	42554841	2411	ENSG00000266962
HSD17B1	17	42552921	42555214	2293	ENSG00000108786
COASY	17	42561466	42566277	4811	ENSG00000068120
MLX	17	42567071	42573239	6168	ENSG00000108788
PSMC3IP	17	42572309	42577831	5522	ENSG00000131470
